,p0q0
17084,-1.5393527
17085,-0.5329314
17086,-0.8898534
17087,0.024986824
17088,-1.0340711
17089,-0.54053396
17090,-0.21314916
17091,-0.19041066
17092,-1.5781146
17093,-0.246847
17094,-0.2128048
17095,0.658279
17096,-0.5498532
17097,0.6305337
17098,-0.07234144
17099,0.82162315
17100,0.20625082
17101,-0.08915778
17102,0.6818942
17103,-0.49745315
17104,-0.48411697
17105,-0.24374723
17106,-1.272853
17107,0.26321772
17108,0.54838526
17109,-0.22343633
17110,0.28189984
17111,-0.25877023
17112,-0.43833944
17113,-0.041528836
17114,-0.90191257
17115,-0.24181484
17116,-0.9064812
17117,0.37656203
17118,0.14869793
17119,-9.137296
17120,-0.9317349
17121,-0.35517228
17122,0.08334146
17123,-0.13822606
17124,-0.54949236
17125,0.6278272
17126,-1.7355444
17127,-0.17176364
17128,-0.53648657
17129,-0.29021716
17130,-0.43880752
17131,-0.17076021
17132,0.1310838
17133,0.11410927
17134,-0.0021217018
17135,-1.4132344
17136,0.13136393
17137,-1.0000678
17138,-0.27766573
17139,0.21927473
17140,-0.8082757
17141,0.8448001
17142,-0.20858656
17143,-0.58236015
17144,0.15013503
17145,-0.89160246
17146,0.31152537
17147,-0.291936
17148,-0.78297883
17149,-0.17605804
17150,-2.6516306
17151,-0.10237933
17152,-0.08107877
17153,0.49175772
17154,0.15773258
17155,-0.16810422
17156,-1.3557591
17157,-0.20003627
17158,-0.33240587
17159,-0.06929825
17160,-0.568252
17161,0.037445366
17162,0.035411917
17163,-0.22549067
17164,-0.48519692
17165,0.5710789
17166,-2.3687005
17167,-0.6879283
17168,-0.34730396
17169,-0.063963346
17170,-0.46070537
17171,1.9173893
17172,0.17163585
17173,-0.13856606
17174,0.17716421
17175,0.031115504
17176,-0.095864885
17177,0.000903239
17178,0.75605184
17179,-0.5943758
17180,0.05989998
17181,0.67199916
17182,-1.646885
17183,-0.076158635
17184,0.0705424
17185,-0.1501078
17186,-0.5128062
17187,0.081437096
17188,-0.5834615
17189,-0.55408496
17190,0.2593257
17191,0.07430593
17192,-0.10313326
17193,-0.46815622
17194,-0.16844878
17195,0.06825084
17196,-0.38394776
17197,1.1011841
17198,0.53527296
17199,0.6996713
17200,-1.8550497
17201,0.69220734
17202,-1.38807
17203,0.4470275
17204,-0.37799722
17205,-0.8762116
17206,-0.17172104
17207,-0.3520556
17208,0.177909
17209,-0.15763144
17210,0.39371243
17211,-0.01632261
17212,-0.13916293
17213,-0.24712767
17214,-0.13743022
17215,0.3794269
17216,0.37175637
17217,0.5631764
17218,-0.0015152278
17219,-0.21293928
17220,-0.23094814
17221,-0.23453443
17222,0.19661888
17223,0.5557582
17224,-0.29777193
17225,-0.92754585
17226,-0.4977114
17227,-0.2983714
17228,-2.9839752
17229,-0.6233927
17230,0.12745418
17231,-0.7724326
17232,0.1401707
17233,-0.1736279
17234,-0.9613757
17235,-0.74730504
17236,-0.92183393
17237,-0.7371304
17238,0.30827263
17239,-0.63941455
17240,-0.79275686
17241,-0.35256842
17242,-0.95590496
17243,-0.08880961
17244,-0.08850774
17245,-1.8301954
17246,-0.72974
17247,-0.2383312
17248,-0.59245616
17249,0.055900726
17250,-0.69585437
17251,0.18452711
17252,-0.5143248
17253,-0.04689856
17254,-0.21564119
17255,-0.52400243
17256,-0.45406115
17257,0.44378358
17258,-0.14782895
17259,-0.9610623
17260,-0.114425234
17261,-0.010146792
17262,-0.37582356
17263,-0.42985892
17264,-0.10256495
17265,-0.96688116
17266,-0.002201874
17267,-0.1458729
17268,-0.54197526
17269,0.24100189
17270,-0.03933171
17271,-0.6603578
17272,0.04215893
17273,-0.6462033
17274,-0.043856382
17275,-0.090428546
17276,-0.04992423
17277,-0.67034
17278,0.1086781
17279,-0.24794097
17280,-1.4840381
17281,0.123454474
17282,-0.23107556
17283,0.15375787
17284,-0.6121435
17285,0.26928645
17286,0.92329544
17287,-1.5195435
17288,0.67635864
17289,0.32699713
17290,0.45090854
17291,0.7296038
17292,0.5342644
17293,-0.028301759
17294,-0.38990232
17295,-1.5713453
17296,-1.3304454
17297,-1.270418
17298,0.70245844
17299,0.8504901
17300,0.04187796
17301,-0.41556096
17302,0.87524927
17303,0.48227015
17304,0.1529989
17305,-0.19538741
17306,0.5641014
17307,-0.18388669
17308,-0.04368274
17309,0.3952343
17310,-0.19349521
17311,0.53341514
17312,-0.045233626
17313,0.7138695
17314,-1.3947334
17315,-0.16445191
17316,1.3285967
17317,0.5019495
17318,0.45430362
17319,-0.114909105
17320,-0.29031643
17321,-0.8603119
17322,0.32179385
17323,-0.31927556
17324,0.3950341
17325,-0.021296268
17326,-0.09249574
17327,0.22620066
17328,-0.09322279
17329,-0.35765335
17330,-0.21209115
17331,1.5693924
17332,-1.457517
17333,0.03999964
17334,0.07478955
17335,0.21964148
17336,0.10885828
17337,-0.3778558
17338,-0.9324244
17339,0.17521279
17340,-0.45206335
17341,-0.99842435
17342,-0.96457684
17343,0.38553935
17344,-0.2370575
17345,-0.04559225
17346,0.12347749
17347,-0.1975584
17348,-0.0704481
17349,-0.3750392
17350,0.1892024
17351,0.1945065
17352,-0.83572805
17353,-0.088410206
17354,0.07731957
17355,-0.42577788
17356,0.3506433
17357,0.42908853
17358,-0.6932356
17359,-0.35398075
17360,-1.1651138
17361,0.21797182
17362,-0.70682615
17363,-0.5221998
17364,-0.22657886
17365,0.021983076
17366,0.021763653
17367,-0.37698823
17368,0.13374208
17369,-0.14631067
17370,-0.039639506
17371,0.0864011
17372,-0.13082735
17373,-0.4789464
17374,-0.13425301
17375,0.86221623
17376,-0.52679646
17377,-0.56851137
17378,0.6394181
17379,-0.44613498
17380,-0.08302612
17381,0.5455487
17382,-0.22571759
17383,-0.56339085
17384,-0.46712297
17385,-0.9357774
17386,-0.06976688
17387,-1.0912501
17388,-0.29312012
17389,-1.7590852
17390,0.78617066
17391,-0.19063002
17392,0.53922737
17393,0.012458073
17394,-0.040138755
17395,-0.21554478
17396,0.30739713
17397,0.0008612462
17398,0.41830653
17399,-1.0283824
17400,0.09009123
17401,-0.2806031
17402,-0.4654416
17403,0.012155945
17404,-0.32020253
17405,0.4225369
17406,-0.55057836
17407,1.3212905
17408,0.71402735
17409,0.19087599
17410,-0.1262889
17411,0.7101262
17412,0.53889537
17413,-0.8493473
17414,-0.1712113
17415,0.1447943
17416,-0.15869412
17417,-0.6354142
17418,-0.89033264
17419,-0.5751796
17420,-0.9485386
17421,-0.30092585
17422,-0.20027573
17423,-0.026287315
17424,-0.42331126
17425,-0.8472495
17426,-0.72329503
17427,-0.6369168
17428,-0.6456044
17429,-0.11776369
17430,-0.14073263
17431,-0.9326547
17432,0.13411045
17433,-0.83285284
17434,-0.2650862
17435,-1.8218615
17436,0.09675574
17437,0.55031186
17438,0.17272958
17439,0.2509806
17440,-0.47653285
17441,-0.96982086
17442,0.26048458
17443,-0.17565176
17444,1.192438
17445,-1.1019226
17446,-0.03244748
17447,-0.4305116
17448,-0.3515747
17449,-0.30980647
17450,1.2129968
17451,-1.1831751
17452,0.1618526
17453,-0.50694174
17454,1.2952859
17455,-1.5391059
17456,0.33359078
17457,-0.5126961
17458,1.3787676
17459,-1.2928327
17460,-0.5182248
17461,-0.12405448
17462,-0.042753417
17463,-0.25086525
17464,-0.6959082
17465,-0.52277577
17466,-0.021574514
17467,-0.1329121
17468,-0.61218053
17469,-0.36805692
17470,0.5355246
17471,0.1512015
17472,0.036409847
17473,-0.3121147
17474,0.03944336
17475,-0.30341712
17476,0.28682908
17477,-0.14581242
17478,-0.6176886
17479,-0.69676423
17480,0.39348036
17481,1.1836838
17482,-1.6070623
17483,-0.35557866
17484,-0.10298709
17485,-0.66632324
17486,0.63230157
17487,-0.60686785
17488,0.41428098
17489,-0.76815003
17490,0.41428098
17491,-0.969143
17492,0.303104
17493,-1.1461608
17494,0.52149016
17495,-0.5964129
17496,-0.4647961
17497,-0.48098552
17498,0.21945898
17499,-0.5084712
17500,-0.46712297
17501,-0.044545442
17502,0.53011996
17503,0.009244522
17504,0.39381322
17505,-0.64694387
17506,-0.37682408
17507,-0.5331213
17508,0.19409728
17509,-0.49139494
17510,-0.6155614
17511,-0.8566542
17512,0.09268436
17513,-0.6498536
17514,-0.19245572
17515,0.36097333
17516,-0.03345139
17517,-0.051725436
17518,-0.085935056
17519,-0.46072203
17520,0.063873515
17521,-0.01643462
17522,-0.37545165
17523,-0.19854642
17524,0.30158857
17525,-0.03166105
17526,-0.068099886
17527,-0.059422992
17528,-0.101940274
17529,-0.07927426
17530,0.04937222
17531,-0.04624683
17532,0.450946
17533,-0.048578314
17534,0.1396612
17535,-0.11726797
17536,-0.46026593
17537,-0.006260691
17538,-0.23476022
17539,-0.52903867
17540,-0.68255323
17541,-0.4995202
17542,-0.2727831
17543,-0.66107446
17544,-0.40746367
17545,-0.4401128
17546,-0.30222124
17547,-0.4727436
17548,0.025436224
17549,0.42815608
17550,0.922871
17551,-0.58466005
17552,-0.12271908
17553,0.3124471
17554,0.6874687
17555,-0.53474057
17556,-0.0012114248
17557,0.3393378
17558,1.0862741
17559,-0.0501814
17560,-0.48512635
17561,0.71718276
17562,-0.46107212
17563,-0.46323082
17564,-0.0061526382
17565,0.6868118
17566,-0.0087971715
17567,0.41512373
17568,-0.37463814
17569,-0.05296766
17570,0.5690477
17571,-0.16818966
17572,-0.089403704
17573,0.4557329
17574,0.0813539
17575,0.2521919
17576,-0.053471506
17577,0.5241264
17578,-0.16239421
17579,0.3384736
17580,-0.25428346
17581,0.38699594
17582,-0.108727984
17583,0.38106057
17584,0.03244764
17585,-0.20624259
17586,0.44689718
17587,-0.15227272
17588,0.4787556
17589,-0.12169238
17590,0.4166405
17591,0.12925228
17592,-0.04940126
17593,0.3108457
17594,-0.2778464
17595,0.19029406
17596,-0.5319686
17597,-0.09001622
17598,0.33961928
17599,-0.6553782
17600,-0.16993138
17601,0.41516432
17602,-0.63668716
17603,0.9138825
17604,-1.0284778
17605,-4.8691897
17606,0.5554432
17607,-0.42277583
17608,-1.3139182
17609,0.40899834
17610,-0.57815355
17611,-0.088292524
17612,0.37400186
17613,-0.53206486
17614,0.027183376
17615,0.21981913
17616,0.8546859
17617,0.4094358
17618,0.13324285
17619,-0.4540743
17620,1.3610821
17621,0.7682893
17622,1.0944448
17623,-1.2233781
17624,0.038809884
17625,0.03991387
17626,1.3774625
17627,0.5748796
17628,0.060169447
17629,-0.30799502
17630,1.3110205
17631,0.7620687
17632,0.050714232
17633,-0.43407694
17634,1.5097805
17635,0.66680545
17636,0.07529463
17637,-0.14065725
17638,1.4051943
17639,0.67804503
17640,-0.000114183335
17641,-0.29969922
17642,1.2281004
17643,0.55713725
17644,-0.180184
17645,-1.1689625
17646,0.027051631
17647,-0.14642027
17648,-0.06512349
17649,-0.08293292
17650,-0.10824706
17651,-0.8065437
17652,-1.1086276
17653,-1.107368
17654,-0.73780596
17655,-0.15558629
17656,-0.95645714
17657,-0.52114356
17658,-0.7545164
17659,-0.91325027
17660,-0.9605545
17661,-0.47800052
17662,-0.73036236
17663,-0.64606035
17664,-0.43793634
17665,-0.5557889
17666,-0.7474923
17667,-0.65881634
17668,-0.55343276
17669,-0.7358511
17670,-0.7540238
17671,-0.60885674
17672,-0.8884982
17673,-0.8960528
17674,-0.88794905
17675,-0.8145142
17676,0.27215382
17677,0.04601223
17678,0.16696683
17679,-0.8241879
17680,0.4083362
17681,0.10847581
17682,0.2536889
17683,-0.71563894
17684,0.39917997
17685,0.15468691
17686,0.239611
17687,-0.59333664
17688,0.5041171
17689,-0.1245197
17690,0.113454975
17691,-0.47432035
17692,0.3460143
17693,0.2711327
17694,-0.09678279
17695,-1.060464
17696,0.36511257
17697,0.081044786
17698,0.29469728
17699,-1.0449697
17700,0.4168981
17701,-0.15201458
17702,-0.875556
17703,0.5684103
17704,0.18694085
17705,-0.6865915
17706,0.38075253
17707,-0.12498775
17708,0.05849988
17709,-1.0528171
17710,0.3527431
17711,0.2334086
17712,0.14035888
17713,-0.83217114
17714,0.109604456
17715,-0.36738044
17716,0.80311894
17717,-1.3575132
17718,-0.4296178
17719,-0.25164816
17720,0.9499295
17721,-1.0802107
17722,0.11591793
17723,0.17164703
17724,1.0111518
17725,-1.8716192
17726,-0.0050137015
17727,-0.3924667
17728,1.6843184
17729,-1.9053046
17730,0.120829545
17731,-0.35895395
17732,1.2379587
17733,-1.1884502
17734,0.11324686
17735,-0.4003633
17736,0.9572909
17737,-1.0673282
17738,0.26001337
17739,-0.24513334
17740,1.050869
17741,-1.8039572
17742,0.31972796
17743,0.23522443
17744,0.44092107
17745,0.4663735
17746,0.5498774
17747,-0.8831081
17748,0.31865135
17749,0.2559259
17750,0.14429371
17751,0.6770646
17752,0.52043456
17753,-0.5031499
17754,-0.42914882
17755,-0.42929798
17756,0.097187616
17757,-0.7482915
17758,-0.36174837
17759,-0.40640065
17760,0.17226377
17761,-0.675325
17762,-0.82874095
17763,-0.28547442
17764,-0.016809164
17765,-0.50954413
17766,-0.4766064
17767,-0.5281969
17768,0.15636285
17769,-0.66802347
17770,-0.907519
17771,-0.23504236
17772,0.094874024
17773,-0.39915606
17774,-0.5503923
17775,-0.2670747
17776,-0.040074095
17777,-0.4834635
17778,-0.4134663
17779,-0.20932452
17780,0.1385042
17781,-0.48955667
17782,-0.45761618
17783,-0.39406317
17784,0.033320677
17785,-0.6953562
17786,-0.57766175
17787,-0.35939968
17788,0.37750906
17789,-0.37818038
17790,0.16105011
17791,-0.119615614
17792,0.1714912
17793,0.11525171
17794,0.0005633987
17795,0.2870396
17796,-0.11712662
17797,-0.36914003
17798,-0.052460548
17799,-0.16452199
17800,-0.12828682
17801,-0.38444477
17802,0.2733409
17803,-0.3711362
17804,0.26028374
17805,-0.2879549
17806,-0.09264146
17807,-0.42339954
17808,-0.109471574
17809,-0.23838648
17810,-0.00051859923
17811,0.16798286
17812,0.009645334
17813,-0.4065229
17814,0.054170992
17815,-1.0744104
17816,0.3705447
17817,0.26594567
17818,-0.11665588
17819,-0.15843315
17820,-0.65653706
17821,-0.13947202
17822,-0.50914115
17823,-0.011774495
17824,-0.28432262
17825,0.09542361
17826,0.09512399
17827,-0.17539379
17828,-0.017349118
17829,-0.060302794
17830,0.27159607
17831,-0.0246974
17832,-0.5363628
17833,-0.7171381
17834,0.35908875
17835,-0.5535871
17836,-0.3548829
17837,0.60761297
17838,-0.3563738
17839,-0.72674406
17840,0.4215523
17841,-0.49560195
17842,-0.11348225
17843,0.70590204
17844,0.8980623
17845,-0.4929034
17846,-0.28678587
17847,0.6532527
17848,0.83319557
17849,-0.46860844
17850,-0.23761503
17851,0.47413194
17852,1.2889237
17853,-0.59039664
17854,-0.40667617
17855,0.82793826
17856,1.098519
17857,-0.8581982
17858,-1.9538215
17859,0.7046117
17860,1.2061876
17861,-0.7068359
17862,-0.12877521
17863,0.59253174
17864,0.8339859
17865,-0.3552311
17866,-0.2679548
17867,0.110591516
17868,1.08991
17869,-0.47730318
17870,-0.6276969
17871,0.28719532
17872,1.2529866
17873,-0.42204702
17874,-0.12081685
17875,0.42851812
17876,0.9065225
17877,-0.5403444
17878,-0.037921175
17879,0.41964617
17880,1.3128861
17881,0.37481242
17882,0.39649832
17883,0.26377067
17884,0.37806305
17885,-0.34780142
17886,0.4507505
17887,-0.47179165
17888,-0.35575256
17889,-0.14182091
17890,0.08434145
17891,-0.16108376
17892,-0.42914882
17893,-0.6489836
17894,0.045927677
17895,-0.45455843
17896,-0.61002004
17897,-0.7866985
17898,0.14825957
17899,-0.63652146
17900,-0.60408336
17901,-0.7284995
17902,0.49074122
17903,-0.35741413
17904,0.54911554
17905,-0.0105163185
17906,0.35578462
17907,-0.104184344
17908,0.6905377
17909,-0.09365672
17910,-0.7785506
17911,0.26243046
17912,0.4281802
17913,-0.09385043
17914,0.41685587
17915,-0.11209911
17916,0.32178944
17917,-0.053811356
17918,-0.049883366
17919,0.48082662
17920,0.039697587
17921,0.27350047
17922,-0.7599335
17923,-0.25829226
17924,-0.21748132
17925,-0.121937335
17926,-0.56902325
17927,0.11175125
17928,-0.45620942
17929,-0.20589128
17930,-0.20348512
17931,-1.1833714
17932,0.28744152
17933,-0.7242625
17934,1.4841125
17935,0.21921907
17936,-0.85315007
17937,-0.1288493
17938,-0.26912758
17939,-0.65302557
17940,-0.51165473
17941,-0.09234569
17942,0.50285816
17943,0.06607907
17944,-0.21356295
17945,1.6291997
17946,0.6077628
17947,0.19733244
17948,-0.4525778
17949,1.0141989
17950,0.68525577
17951,0.1067599
17952,-0.58826226
17953,1.2817587
17954,0.3006917
17955,0.1755251
17956,-0.4988075
17957,0.9835492
17958,0.439234
17959,-0.019520963
17960,-0.06542257
17961,1.3353295
17962,0.3001205
17963,0.003740509
17964,-0.34769127
17965,1.3601441
17966,0.33949077
17967,-0.06855799
17968,-0.10947735
17969,1.100133
17970,0.74238676
17971,0.05940353
17972,-0.51501197
17973,1.3657804
17974,0.5787346
17975,0.034704648
17976,-0.116585545
17977,-0.2766014
17978,1.2779621
17979,-1.1444792
17980,-0.7175414
17981,-0.80463415
17982,-0.88266474
17983,-0.39413652
17984,-0.727707
17985,-0.87649024
17986,-0.9700322
17987,-0.69674224
17988,-0.62161607
17989,-0.7505733
17990,-0.68449455
17991,-0.72170967
17992,-0.39866185
17993,0.16944523
17994,-0.0013206792
17995,-0.68341774
17996,-1.0156039
17997,-0.42604995
17998,-0.6997481
17999,0.13328993
18000,0.038376197
18001,-0.17798534
18002,-0.31101188
18003,-0.088804424
18004,0.050844282
18005,-0.8928413
18006,-0.8396477
18007,-0.8587897
18008,-0.39355487
18009,-0.56362844
18010,-0.9964933
18011,-0.6587735
18012,-0.838583
18013,-0.08464405
18014,-0.026726667
18015,-0.29079708
18016,-0.5140006
18017,0.6682442
18018,-1.1610068
18019,0.27481157
18020,-1.032317
18021,-0.21127684
18022,0.3398
18023,-0.07332918
18024,0.13347127
18025,-0.031778194
18026,-0.012121104
18027,-0.993623
18028,-1.1283215
18029,-1.1194746
18030,0.078018494
18031,0.08807956
18032,0.22592705
18033,0.09821974
18034,0.07892478
18035,0.064827174
18036,-0.41329363
18037,0.23667842
18038,-0.64779353
18039,0.07931405
18040,0.24255864
18041,0.26573518
18042,1.0220861
18043,-0.65822005
18044,-0.35185134
18045,-0.7662292
18046,0.07568593
18047,-0.7072825
18048,0.22335632
18049,-1.5069319
18050,-0.03623491
18051,-1.2751864
18052,-0.26431394
18053,-0.6829828
18054,-0.08990866
18055,-0.89928484
18056,-0.24645504
18057,0.0053625293
18058,-0.05815983
18059,-0.020916017
18060,-0.85913163
18061,0.2636187
18062,0.02851916
18063,-0.018313464
18064,-0.7809051
18065,-0.031147724
18066,1.0606223
18067,0.11818047
18068,-0.7634016
18069,0.040804338
18070,-1.909155
18071,0.19452995
18072,-1.4254264
18073,0.5323579
18074,-0.33429152
18075,-0.38741025
18076,-0.30049753
18077,-1.1423279
18078,0.19264695
18079,-0.16097648
18080,1.9658142
18081,-1.8361421
18082,0.33004218
18083,-0.150735
18084,2.008434
18085,-1.9507935
18086,0.38412973
18087,-0.14958654
18088,0.8278971
18089,-1.0729655
18090,0.3652734
18091,-0.39420262
18092,2.195948
18093,-1.4655787
18094,0.10214105
18095,-0.27092043
18096,1.5335405
18097,-1.1692716
18098,-0.64967287
18099,-0.67862713
18100,1.8392353
18101,-1.605343
18102,0.22922091
18103,-0.3402836
18104,1.8381946
18105,-1.5321219
18106,0.18337932
18107,-0.031101352
18108,1.7606477
18109,-1.0789261
18110,-0.5330668
18111,-0.71391433
18112,1.679859
18113,-1.0963237
18114,0.68199575
18115,-0.18219581
18116,1.3721865
18117,0.25868452
18118,0.05364468
18119,0.7905375
18120,-2.6089737
18121,0.37348562
18122,-0.30045033
18123,1.8095497
18124,-0.99051374
18125,-1.0819905
18126,-0.21715666
18127,0.18211369
18128,-0.15023692
18129,-0.8782537
18130,-0.28557542
18131,-0.12135499
18132,-0.29487666
18133,-0.79087496
18134,-0.39036232
18135,-1.6968204
18136,-0.018586049
18137,0.7979902
18138,0.100715734
18139,-0.9037173
18140,0.19398762
18141,0.949439
18142,-0.059242535
18143,-0.56677985
18144,-0.84724486
18145,-0.27661157
18146,-0.015221598
18147,-0.8593964
18148,-0.43381932
18149,-0.08791643
18150,-0.7566576
18151,-0.40922406
18152,-0.34727654
18153,-1.1405326
18154,-0.06491834
18155,-0.47220168
18156,-0.6101054
18157,-0.65168875
18158,-0.06063478
18159,-0.8128454
18160,-0.2559473
18161,-0.9215172
18162,-0.116195455
18163,0.28680536
18164,-0.64172935
18165,0.070162795
18166,-0.2405896
18167,0.42806053
18168,-0.041880667
18169,-0.03202507
18170,0.47177574
18171,0.15995744
18172,-0.17140108
18173,0.48316923
18174,0.13905473
18175,0.032825027
18176,0.30743426
18177,-0.046968676
18178,-0.11705691
18179,0.46891984
18180,-0.09809663
18181,-0.14076544
18182,0.29620105
18183,-0.0768826
18184,-0.0017603924
18185,0.6312685
18186,-0.15487227
18187,-0.079550736
18188,-0.52294767
18189,-0.32896647
18190,-1.1723936
18191,0.54954094
18192,-0.6620553
18193,-0.80525714
18194,0.65508604
18195,-0.96386296
18196,-0.31655526
18197,0.46232644
18198,-0.76020515
18199,0.40962228
18200,-0.6752833
18201,0.6867209
18202,-0.6864781
18203,-0.46879277
18204,0.07260333
18205,-0.37760487
18206,-0.05949971
18207,-0.28536287
18208,0.09651634
18209,-0.36494207
18210,0.020254126
18211,-0.3370648
18212,0.14641543
18213,-0.22708921
18214,0.06538074
18215,-0.20137033
18216,-0.063166454
18217,-0.1954799
18218,-0.110331155
18219,-0.4389834
18220,0.52580696
18221,-0.5665758
18222,-0.4208277
18223,0.42479855
18224,-1.9282705
18225,-0.5947529
18226,0.3766139
18227,-0.80310774
18228,0.098541975
18229,0.3688944
18230,-0.68267566
18231,-0.42550796
18232,0.49077258
18233,-0.64492965
18234,-0.71632636
18235,0.45716634
18236,-0.78068495
18237,-0.7877235
18238,0.13642053
18239,0.26904294
18240,-0.9107483
18241,0.41591242
18242,-0.68027693
18243,-0.67713946
18244,-1.5504118
18245,-0.69443893
18246,-4.453856
18247,0.30680105
18248,-1.1875199
18249,0.41739613
18250,-0.67114407
18251,-0.46300665
18252,-0.3890828
18253,-0.027057528
18254,-0.5537445
18255,0.027298458
18256,-0.508434
18257,-0.683145
18258,-0.15679555
18259,0.4011965
18260,-0.5914605
18261,-0.5665817
18262,-0.563353
18263,-0.58819485
18264,-0.44777656
18265,-0.12875295
18266,0.033445034
18267,-0.61312544
18268,-0.42881453
18269,-0.14952578
18270,0.12448298
18271,-0.4490227
18272,-0.5486175
18273,-0.85642034
18274,0.018861832
18275,-0.15784395
18276,0.23948592
18277,0.09011009
18278,0.1710558
18279,-0.069839306
18280,0.40229756
18281,-0.11553422
18282,0.4427498
18283,-0.22423281
18284,0.25823388
18285,0.22065267
18286,0.13178034
18287,-0.43965617
18288,-3.163123
18289,-0.42495516
18290,-0.3911592
18291,-1.493313
18292,-0.5009096
18293,0.042283148
18294,-0.58298546
18295,-0.54058045
18296,-0.39518154
18297,0.11321142
18298,-0.42463967
18299,-0.45761618
18300,-0.6064855
18301,-0.12959515
18302,-0.4156905
18303,-0.4364116
18304,-0.86929417
18305,0.05202692
18306,-0.102645926
18307,0.35906863
18308,-0.31196615
18309,0.34436578
18310,-0.5618512
18311,-0.38274857
18312,-0.5643583
18313,0.104961716
18314,-0.036825903
18315,0.33975065
18316,-0.124415815
18317,-0.5286858
18318,-0.061500724
18319,0.3368607
18320,-0.5126551
18321,0.04321471
18322,0.1906009
18323,-0.10740572
18324,-0.050572775
18325,-0.13733763
18326,0.17065513
18327,0.07072019
18328,0.064997435
18329,-0.4940445
18330,-0.03013395
18331,-0.46317163
18332,-0.07863671
18333,0.14982162
18334,0.021326242
18335,-0.068796046
18336,0.0027653023
18337,0.073093735
18338,-0.13733763
18339,-0.770021
18340,-0.18161178
18341,-0.19899505
18342,-0.004794104
18343,-0.28544867
18344,0.050661087
18345,-0.39503306
18346,-0.09869612
18347,-0.5970577
18348,-0.13428633
18349,-0.8564661
18350,-0.05435224
18351,0.013690621
18352,-0.03578215
18353,-0.8161535
18354,0.03561604
18355,-0.3171411
18356,-0.038280413
18357,-0.86104035
18358,-0.014706652
18359,-1.1426845
18360,-0.0555362
18361,-0.053615693
18362,-0.15548924
18363,0.082968816
18364,-0.48820436
18365,-0.015797894
18366,-0.935684
18367,-0.10766136
18368,-0.77390003
18369,-0.008246566
18370,-0.3010964
18371,-0.011697445
18372,-0.43241853
18373,-1.2674415
18374,-0.5756671
18375,0.084263206
18376,-0.6639776
18377,-1.0196661
18378,-0.8617635
18379,-0.90097874
18380,-0.37551957
18381,-0.50743634
18382,-0.48878327
18383,-0.9893205
18384,-0.26386166
18385,-0.5227843
18386,-0.5443315
18387,-1.1866177
18388,-0.32179984
18389,-0.49276027
18390,-0.63734084
18391,-1.1560925
18392,-0.66083914
18393,-0.7406022
18394,-1.210958
18395,-0.6266413
18396,0.054564767
18397,-0.43012956
18398,-0.5284992
18399,-0.5859059
18400,-0.90638965
18401,-0.33492625
18402,-0.35190055
18403,-0.7117081
18404,-0.31098196
18405,-0.5555844
18406,-0.20939772
18407,0.34207547
18408,0.85415685
18409,-0.66113836
18410,-0.14366122
18411,0.515866
18412,1.0859222
18413,-0.5114583
18414,-0.31868857
18415,0.65158623
18416,1.1092222
18417,-0.6572339
18418,-0.062958494
18419,0.51264995
18420,1.7948241
18421,-0.50022304
18422,-0.40043133
18423,0.15126611
18424,0.9305366
18425,-0.48018748
18426,-0.06541821
18427,0.36599258
18428,1.1406912
18429,-0.46918994
18430,0.028405644
18431,0.4848074
18432,0.9719257
18433,-0.6311645
18434,-0.359981
18435,0.6166721
18436,1.0112199
18437,-0.6567851
18438,-0.18741873
18439,0.41710377
18440,0.48602736
18441,-0.32519868
18442,-0.19894671
18443,-0.26422817
18444,-0.18050581
18445,0.25045407
18446,-1.1000141
18447,0.3467737
18448,0.37457377
18449,0.43600047
18450,0.85987145
18451,-0.58563524
18452,0.40862426
18453,-1.0486847
18454,-0.651028
18455,0.48548687
18456,-0.6390028
18457,-0.42582208
18458,0.432212
18459,0.4865598
18460,-0.74497724
18461,-0.5582834
18462,0.3244284
18463,0.49723348
18464,-0.8228369
18465,-0.3490873
18466,0.5802765
18467,1.1477506
18468,-0.52806
18469,-0.25888112
18470,-0.75895935
18471,1.0207349
18472,-0.468067
18473,-0.20945844
18474,0.26514542
18475,0.9698783
18476,-0.041292198
18477,-0.0075767688
18478,0.17183898
18479,-0.049100175
18480,0.58108
18481,0.06694308
18482,0.34155175
18483,-4.18382
18484,0.44329473
18485,-0.15580341
18486,0.5034057
18487,-1.1743412
18488,0.11859336
18489,0.06389428
18490,0.32988226
18491,-0.18191954
18492,-0.060373627
18493,0.19778448
18494,-0.3189469
18495,-0.06627524
18496,0.29276046
18497,0.17107457
18498,-0.013860804
18499,0.45791
18500,-0.1049059
18501,0.03440328
18502,0.27041343
18503,-0.05820626
18504,0.37803063
18505,0.057070665
18506,0.45800513
18507,-0.21872276
18508,0.10972822
18509,-0.15045719
18510,0.46452206
18511,-0.15137011
18512,0.2893657
18513,-0.11832827
18514,0.40888798
18515,-0.1514758
18516,-0.16149387
18517,-0.028368514
18518,0.26515347
18519,-0.1879451
18520,0.042142812
18521,-0.3002822
18522,0.481868
18523,-0.24793087
18524,0.059370376
18525,-0.121356115
18526,0.31499326
18527,0.14536737
18528,0.4924158
18529,-0.13546781
18530,0.35906863
18531,0.105262265
18532,0.15257905
18533,0.21815103
18534,0.45272294
18535,-0.29584858
18536,-0.05678857
18537,-0.19940905
18538,0.61870694
18539,0.34943968
18540,-0.09554131
18541,0.2313786
18542,0.16331327
